Title;Acronym;Description;Access URL;Included in data catalogue;Type;Has representation language;Format;Theme;Licence;Version;Source accessed on
CHM terms glossary — Biodiversity Information system for Europe;Not specified;This keywords glossary serves as controlled vocabulary meant to facilitate multilingual searches and syndication among CHM portals. It consists of two levels: Themes (which relate to the CBD and EU focal areas) and Keywords (which relate to the CBD headline indicators, the EU SEBI indicators, the CBD thematic programmes and the CBD cross cutting issues). All indicators, thematic programmes and cross cutting issues are covered by at least one glossary item. Note that all glossary items consist of multiple words. So Keywords in fact are 'Key-terms';http://www.abctaxa.be/info0405/chm_terms/;Not specified;Categorisation scheme;NONE;HTML;Biosphere;Not specified;Not specified;2023-06-29
Sainfoin Ontology;CO_369;This ontology describes a standard trait lexicon used in phenotyping the forage and pulse crop, Sainfoin (Onobrychis viciifolia), with the intention of increasing trait consistency across different breeding programs.;https://cropontology.org/term/CO_369:ROOT;Not specified;Ontology;OWL;RDF/XML, N-Triples, CSV, OWL;Biosphere;CC BY 4.0;Not specified;2023-07-07
UNESCO World Heritage Glossary ;Not specified;This section provides information about the 1972 World Heritage Convention and UNESCO’s World Heritage Centre.;https://whc.unesco.org/en/glossary/;Not specified;Glossary;NONE;HTML;All;CC BY SA 3.0 IGO;Not specified;2023-07-03
Population and Community ontology;PCO;The Population and Community Ontology (PCO) describes material entities, qualities, and processes related to collections of interacting organisms such as populations and communities. It is taxon neutral, and can be used for any species, including humans. The classes in the PCO are useful for describing evolutionary processes, organismal interactions, and ecological experiments. Practical applications of the PCO include community health care, plant pathology, behavioral studies, sociology, and ecology.;http://purl.obolibrary.org/obo/pco.owl;OBO Foundry, AgroPortal, BioPortal, ESIP COR, EcoPortal, Ontobee, OLS, AberOWL, Bioregistry;Ontology;OWL;OWL, RDF/XML, CSV;Biosphere;CC0 1.0;2021.05.03;2023-07-06
Ontology of environmental features and habitats;ENVO;ENVO is an expressive, community ontology which helps humans, machines, and semantic web applications understand environmental entities of all kinds, from microscopic to intergalactic scales. As a FAIR-compliant resource, it promotes interoperability through the concise, controlled description of all things environmental.;http://www.environmentontology.org/Browse-EnvO;OBO Foundry, AgroPortal, BioPortal, ESIP COR, Ontobee, AberOWL, ARDC, GFBio Terminology Service, I-ADOPT, FAIRsharing, Bioregistry, OLS, BARTOC;Ontology;OWL;OWL, CSV, RDF/XML;All;CC0 1.0;13/02/23;2023-07-04
Collembola Anatomy Ontology;CLAO;CLAO is an ontology of anatomical terms employed in morphological descriptions for the Class Collembola (Arthropoda: Hexapoda).;https://obofoundry.org/ontology/clao.html;OBO Foundry, BioPortal, OLS, AberOWL, Bioregistry, Ontobee;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC0 1.0;Not specified;2023-06-29
Common Anatomy Reference Ontology;CARO;The Common Anatomy Reference Ontology (CARO) is being developed to facilitate interoperability between existing anatomy ontologies for different species, and will provide a template for building new anatomy ontologies;https://github.com/obophenotype/caro/;OBO Foundry, BioPortal, OLS, AberOWL, Bioregistry, Ontobee, FAIRsharing;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;CC BY 4.0;Not specified;2023-06-30
Porifera Ontology;PORO;An ontology covering the anatomy of Porifera (sponges);https://github.com/obophenotype/porifera-ontology;OBO Foundry, BioPortal, OLS, Ontobee, AberOWL, Bioregistry, FAIRsharing, I-ADOPT;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 3.0;06/10/16;2023-07-05
Clytia hemisphaerica Development and Anatomy Ontology;CLYH;Anatomy, development and life cycle stages - planula, polyp, medusa/jellyfish - of the cnidarian hydrozoan species, Clytia hemiphaerica;https://github.com/EBISPOT/clyh_ontology;OBO Foundry, BioPortal, Ontobee, Bioregistry, OLS, AberOWL, I-ADOPT;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 3.0;Not specified;2023-06-29
OBO Relations;RO;RO is a collection of relations intended primarily for standardization across ontologies in the OBO Foundry and wider OBO library. It incorporates ROCore upper-level relations such as part of as well as biology-specific relationship types such as develops from;http://obofoundry.org/ontology/ro.html;OBO Foundry, Ontobee, AberOWL, Bioregistry, BioPortal, FAIRsharing, OLS;Ontology;OWL;OWL, CSV, RDF/XML;All;CC0 1.0;Not specified;2023-07-04
Unified phenotype ontology;uPheno;The uPheno project aims to unify the annotation of phenotypes across species in a manner analogous to unification of gene function annotation by the Gene Ontology. uPheno 2.0 builds on earlier efforts with a strategy that directly leverages the work of the phenotype ontology development community and incorporates phenotypes from a much wider range of species. We have organised a collaborative community effort, including representatives of all major model organism databases, to document and align formal design patterns for representing phenotypes and further develop reference ontologies, such as PATO, which are used in these patterns.;https://github.com/obophenotype/upheno;OBO Foundry, Ontobee, AberOWL, Bioregistry, BioPortal, FAIRsharing, OLS, I-ADOPT;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;CC0 1.0;Not specified;2023-07-07
Biological Spatial Ontology;BSPO;An ontology for respresenting spatial concepts, anatomical axes, gradients, regions, planes, sides and surfaces. These concepts can be used at multiple biological scales and in a diversity of taxa, including plants, animals and fungi. The BSPO is used to provide a source of anatomical location descriptors for logically defining anatomical entity classes in anatomy ontologies.;http://purl.obolibrary.org/obo/bspo.owl;OBO Foundry, Ontobee, AberOWL, Bioregistry, FAIRsharing, BioPortal, OLS;Ontology;OWL;OWL;Biosphere;CC BY 3.0;v1.3.0;2023-06-30
Platynereis Developmental Stages;PDUMDV;Life cycle stages for Platynereis dumerilii;http://purl.obolibrary.org/obo/pdumdv.owl;OBO Foundry, Ontobee, AberOWL, OLS, Bioregistry, BioPortal, FAIRsharing;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 3.0;Not specified;2023-07-06
Mouse adult gross anatomy;MA;A structured controlled vocabulary of the adult anatomy of the mouse (Mus).;http://obofoundry.org/ontology/ma.html;OBO Foundry, Ontobee, AberOWL, OLS, Bioregistry, BioPortal, FAIRsharing, I-ADOPT;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 4.0;Not specified;2023-07-06
Mouse developmental stages;MMUSDV;Life cycle stages for Mus Musculus;http://obofoundry.org/ontology/mmusdv.html;OBO Foundry, Ontobee, AberOWL, OLS, Bioregistry, BioPortal, FAIRsharing, I-ADOPT;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 3.0;Not specified;2023-07-06
Drosophila gross anatomy;FBBT;An ontology representing the gross anatomy of Drosophila melanogaster;http://purl.obolibrary.org/obo/fbbt.owl;OBO Foundry, Ontobee, AberOWL, OLS, Bioregistry, BioPortal, I-ADOPT, FAIRsharing;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 4.0;05/03/23;2023-07-06
Fungal gross anatomy;FAO;"A structured controlled vocabulary for the anatomy of fungi. The project aims to develop a controlled vocabulary to describe the ‘anatomy’ of fungi and other microbes, called the fungal anatomy ontology (FAO). The FAO ontology is orthogonal to those developed by the GO Consortium and the others listed at the OBO. Thus, the FAO may be used alone or in conjunction with the ontologies at GO and OBO to make robust functional annotations. Researchers are encouraged to help develop and to use the FAO in their work. The FAO is being developed by researchers in diverse fungal research communities. The ontology is still small; all help is welcome!";http://purl.obolibrary.org/obo/fao.owl;OBO Foundry, Ontobee, AberOWL, OLS, Bioregistry, I-ADOPT;Ontology;OWL;OWL, OBO;Biosphere;CC0 1.0;v1.7;2023-07-06
Drosophila development;FBDV;A structured controlled vocabulary of the development of Drosophila melanogaster.;http://purl.obolibrary.org/obo/fbdv.owl;OBO Foundry, Ontobee, AberOWL, OLS, Bioregistry, I-ADOPT, BioPortal, FAIRsharing;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 4.0;05/03/23;2023-07-06
Teleost taxonomy ontology;TTO;An ontology covering the taxonomy of teleosts (bony fish). Now superseded by Vertebrate Taxonomy Ontology.;https://github.com/phenoscape/teleost-taxonomy-ontology;OBO Foundry, Ontobee, Bioregistry, BioPortal, FAIRsharing, AberOWL;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC0 1.0;Not specified;2023-07-06
Uberon multi-species anatomy ontology;UBERON;Uberon is an integrated cross-species ontology covering anatomical structures in animals.;https://github.com/obophenotype/uberon;OBO Foundry, Ontobee, Bioregistry, OLS, AberOWL, ARDC, I-ADOPT, FAIRsharing, BioPortal, BARTOC;Ontology;OWL;OWL, OBO;Biosphere;CC BY 3.0;23/05/23;2023-07-06
Ontology of units of Measure;OM;The Ontology of units of Measure (OM) 2.0 models concepts and relations important to scientific research. It has a strong focus on units, quantities, measurements, and dimensions.;http://www.ontology-of-units-of-measure.org/resource/om-2;OLS, BioPortal, AgroPortal, Bioregistry, AberOWL;Ontology;OWL;OWL, CSV, RDF/XML;All;CC BY 4.0;v2.0.39;2023-07-05
Bioinformatics operations, data types, formats, identifiers and topics;EDAM;EDAM is a comprehensive ontology of well-established, familiar concepts that are prevalent within computational biology, bioinformatics, and bioimage informatics. EDAM includes types of data and data identifiers, data formats, operations, and topics related to data analysis in life sciences. EDAM provides a set of concepts with preferred terms and synonyms, related terms, definitions, and other information - organised into a simple and intuitive hierarchy for convenient use. EDAM is particularly suitable for semantic annotations and categorisation of diverse resources related to bioscientific data analysis: e.g. tools, workflows, or training materials. EDAM is also useful in data management, for recording provenance metadata of processed bioscientific data.;http://edamontology.org;OLS, BioPortal, AgroPortal, FAIRsharing, Ontobee, AberOWL, Bioregistry;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;CC BY SA 4.0;v1.25;2023-06-30
Medaka Developmental Stages;OLATDV;Life cycle stages for Medaka. OlatDv is based on the original medaka stage ontology MFO by Thorsten Henrich. Currently it includes only pre-adult stages.;https://bioportal.bioontology.org/ontologies/OLATDV;OLS, BioPortal, OBO Foundry, AberOWL, Bioregistry, Ontobee, FAIRsharing;Ontology;OWL;OWL, OBO, CSV, RDF/XML;Biosphere;CC BY 3.0;Not specified;2023-07-04
Ontology for the Anatomy of the Insect SkeletoMuscular system;AISM;The AISM contains terms used in insect biodiversity research for describing structures of the exoskeleton and the skeletomuscular system. It aims to serve as the basic backbone of generalized terms to be expanded with order-specific terminology.;https://bioportal.bioontology.org/ontologies/AISM;OLS, BioPortal, Ontobee, AberOWL, Bioregistry, OBO Foundry;Ontology;OWL;OWL, CSV, RDF/XML, JSON;Biosphere;CC0 1.0;Not specified;2023-07-04
Ontology of Arthropod Circulatory Systems;OARCS;OArCS is an ontology describing the Arthropod ciruclatory system.;https://bioportal.bioontology.org/ontologies/OARCS;OLS, Bioregistry, Ontobee, OBO Foundry, BioPortal, I-ADOPT, AberOWL, FAIRsharing;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;CC BY 3.0;Not specified;2023-07-04
Plant Stress Ontology;PSO;The Plant Stress Ontology describes biotic and abiotic stresses that a plant may encounter.;https://bioportal.bioontology.org/ontologies/PLANTSO;OLS, OBO Foundry, BioPortal, Bioregistry, AberOWL, Ontobee;Ontology;OWL;OWL, RDF/XML, CSV;Biosphere;CC BY 3.0;Not specified;2023-07-06
The Amphioxus Development and Anatomy Ontology;AMPHX;An ontology for the development and anatomy of Amphioxus (Branchiostoma lanceolatum).;https://bioportal.bioontology.org/ontologies/AMPHX;OLS, OBO Foundry, BioPortal, Bioregistry, AberOWL, Ontobee, I-ADOPT;Ontology;OWL;OWL, CSV, RDF/XML;Biosphere;CC BY 3.0;Not specified;2023-07-06
Gene Ontology;GO;The Gene Ontology (GO) knowledgebase is the world’s largest source of information on the functions of genes. This knowledge is both human-readable and machine-readable, and is a foundation for computational analysis of large-scale molecular biology and genetics experiments in biomedical research.;http://geneontology.org/;OLS, OBO Foundry, BioPortal, Bioregistry, FAIRsharing, AberOWL, Ontobee, BARTOC, AgroPortal;Ontology;OWL;OBO, OWL, CSV, RDF/XML;Biosphere;CC BY 4.0;Not specified;2023-07-03
Physico-Chemical Methods and Properties;FIX;FIX consists of two ontologies: methods and properties (but not objects, which are subject of the chemical ontology). The methods are applied to study the properties.;https://bioportal.bioontology.org/ontologies/FIX/?p=summary;OLS, OBO Foundry, BioPortal, Ontobee, Bioregistry, AberOWL, FAIRsharing;Ontology;OWL;OBO, OWL, RDF/XML, CSV;All;Not specified;v1.2;2023-07-05
Physico-Chemical Process;REX;REX is an ontology of physico-chemical processes, i.e. physico-chemical changes occurring in course of time. REX includes both microscopic processes (involving molecular entities or subatomic particles) and macroscopic processes. Some biochemical processes from Gene Ontology (GO Biological process) can be described as instances of REX.;https://bioportal.bioontology.org/ontologies/REX;OLS, Ontobee, BioPortal, AberOWL, Bioregistry, OBO Foundry, FAIRsharing;Ontology;OWL;OBO, RDF/XML, CSV;Biosphere;Not specified;v1.13;2023-07-06
The Echinoderm Anatomy and Development Ontology;ECAO;An ontology for the development and anatomy of the different species of the phylum Echinodermata (NCBITaxon:7586).;http://purl.obolibrary.org/obo/ecao.owl;Ontobee, AberOWL, OLS, Bioregistry, BioPortal, I-ADOPT, OBO Foundry;Ontology;OWL;OWL;Biosphere;CC BY 3.0;Not specified;2023-07-06
